"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 13 08:38:51 GMT 2023","Thu Apr 13 08:38:52 GMT 2023","1027","test_conduit","test_conduit","TestConduit","","","test_home_page_appearances",""
"passed","Thu Apr 13 08:40:19 GMT 2023","Thu Apr 13 08:40:31 GMT 2023","12054","test_conduit","test_conduit","TestConduit","","","test_change_bio",""
"passed","Thu Apr 13 08:39:41 GMT 2023","Thu Apr 13 08:39:56 GMT 2023","14330","test_conduit","test_conduit","TestConduit","","","test_pages",""
"passed","Thu Apr 13 08:40:09 GMT 2023","Thu Apr 13 08:40:18 GMT 2023","9317","test_conduit","test_conduit","TestConduit","","","test_save_data",""
"passed","Thu Apr 13 08:38:57 GMT 2023","Thu Apr 13 08:38:58 GMT 2023","1049","test_conduit","test_conduit","TestConduit","","","test_accept_cookies",""
"broken","Thu Apr 13 08:39:57 GMT 2023","Thu Apr 13 08:40:07 GMT 2023","10448","test_conduit","test_conduit","TestConduit","","","test_new_comments",""
"passed","Thu Apr 13 08:38:59 GMT 2023","Thu Apr 13 08:39:00 GMT 2023","784","test_conduit","test_conduit","TestConduit","","","test_login",""
"passed","Thu Apr 13 08:39:01 GMT 2023","Thu Apr 13 08:39:14 GMT 2023","12321","test_conduit","test_conduit","TestConduit","","","test_logout",""
"passed","Thu Apr 13 08:38:53 GMT 2023","Thu Apr 13 08:38:56 GMT 2023","2398","test_conduit","test_conduit","TestConduit","","","test_sign_up",""
"passed","Thu Apr 13 08:40:32 GMT 2023","Thu Apr 13 08:40:44 GMT 2023","11422","test_conduit","test_conduit","TestConduit","","","test_delete_article",""
"passed","Thu Apr 13 08:39:15 GMT 2023","Thu Apr 13 08:39:23 GMT 2023","8404","test_conduit","test_conduit","TestConduit","","","test_data_list",""
"passed","Thu Apr 13 08:39:24 GMT 2023","Thu Apr 13 08:39:40 GMT 2023","15652","test_conduit","test_conduit","TestConduit","","","test_new_post",""
