"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 13 09:54:28 GMT 2023","Thu Apr 13 09:54:34 GMT 2023","5565","test_conduit","test_conduit","TestConduit","","","test_data_list",""
"passed","Thu Apr 13 09:54:35 GMT 2023","Thu Apr 13 09:54:48 GMT 2023","12915","test_conduit","test_conduit","TestConduit","","","test_new_post",""
"passed","Thu Apr 13 09:54:09 GMT 2023","Thu Apr 13 09:54:11 GMT 2023","2837","test_conduit","test_conduit","TestConduit","","","test_sign_up",""
"passed","Thu Apr 13 09:54:50 GMT 2023","Thu Apr 13 09:55:01 GMT 2023","11464","test_conduit","test_conduit","TestConduit","","","test_pages",""
"passed","Thu Apr 13 09:55:45 GMT 2023","Thu Apr 13 09:55:55 GMT 2023","9753","test_conduit","test_conduit","TestConduit","","","test_change_bio",""
"passed","Thu Apr 13 09:55:03 GMT 2023","Thu Apr 13 09:55:36 GMT 2023","33176","test_conduit","test_conduit","TestConduit","","","test_new_comments",""
"passed","Thu Apr 13 09:54:13 GMT 2023","Thu Apr 13 09:54:14 GMT 2023","1064","test_conduit","test_conduit","TestConduit","","","test_accept_cookies",""
"passed","Thu Apr 13 09:55:37 GMT 2023","Thu Apr 13 09:55:44 GMT 2023","6426","test_conduit","test_conduit","TestConduit","","","test_save_data",""
"passed","Thu Apr 13 09:55:56 GMT 2023","Thu Apr 13 09:56:05 GMT 2023","8535","test_conduit","test_conduit","TestConduit","","","test_delete_article",""
"passed","Thu Apr 13 09:54:18 GMT 2023","Thu Apr 13 09:54:27 GMT 2023","9450","test_conduit","test_conduit","TestConduit","","","test_logout",""
"passed","Thu Apr 13 09:54:15 GMT 2023","Thu Apr 13 09:54:16 GMT 2023","897","test_conduit","test_conduit","TestConduit","","","test_login",""
"passed","Thu Apr 13 09:54:06 GMT 2023","Thu Apr 13 09:54:07 GMT 2023","1092","test_conduit","test_conduit","TestConduit","","","test_home_page_appearances",""
