"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 13 09:00:45 GMT 2023","Thu Apr 13 09:00:46 GMT 2023","846","test_conduit","test_conduit","TestConduit","","","test_login",""
"passed","Thu Apr 13 09:00:47 GMT 2023","Thu Apr 13 09:01:00 GMT 2023","12396","test_conduit","test_conduit","TestConduit","","","test_logout",""
"passed","Thu Apr 13 09:01:43 GMT 2023","Thu Apr 13 09:02:19 GMT 2023","35723","test_conduit","test_conduit","TestConduit","","","test_new_comments",""
"passed","Thu Apr 13 09:00:37 GMT 2023","Thu Apr 13 09:00:38 GMT 2023","1029","test_conduit","test_conduit","TestConduit","","","test_home_page_appearances",""
"passed","Thu Apr 13 09:02:44 GMT 2023","Thu Apr 13 09:02:56 GMT 2023","11487","test_conduit","test_conduit","TestConduit","","","test_delete_article",""
"passed","Thu Apr 13 09:02:31 GMT 2023","Thu Apr 13 09:02:43 GMT 2023","12114","test_conduit","test_conduit","TestConduit","","","test_change_bio",""
"passed","Thu Apr 13 09:00:39 GMT 2023","Thu Apr 13 09:00:42 GMT 2023","2433","test_conduit","test_conduit","TestConduit","","","test_sign_up",""
"passed","Thu Apr 13 09:01:28 GMT 2023","Thu Apr 13 09:01:42 GMT 2023","14378","test_conduit","test_conduit","TestConduit","","","test_pages",""
"passed","Thu Apr 13 09:00:43 GMT 2023","Thu Apr 13 09:00:44 GMT 2023","1055","test_conduit","test_conduit","TestConduit","","","test_accept_cookies",""
"passed","Thu Apr 13 09:02:20 GMT 2023","Thu Apr 13 09:02:30 GMT 2023","9365","test_conduit","test_conduit","TestConduit","","","test_save_data",""
"passed","Thu Apr 13 09:01:11 GMT 2023","Thu Apr 13 09:01:26 GMT 2023","15747","test_conduit","test_conduit","TestConduit","","","test_new_post",""
"passed","Thu Apr 13 09:01:01 GMT 2023","Thu Apr 13 09:01:09 GMT 2023","8446","test_conduit","test_conduit","TestConduit","","","test_data_list",""
