"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 12 23:17:04 GMT 2023","Wed Apr 12 23:17:05 GMT 2023","1068","test_conduit","test_conduit","TestConduit","","","test_accept_cookies",""
"broken","Wed Apr 12 23:18:28 GMT 2023","Wed Apr 12 23:18:37 GMT 2023","9336","test_conduit","test_conduit","TestConduit","","","test_change_bio",""
"broken","Wed Apr 12 23:17:44 GMT 2023","Wed Apr 12 23:17:52 GMT 2023","8351","test_conduit","test_conduit","TestConduit","","","test_new_post",""
"broken","Wed Apr 12 23:18:06 GMT 2023","Wed Apr 12 23:18:16 GMT 2023","9479","test_conduit","test_conduit","TestConduit","","","test_new_comments",""
"broken","Wed Apr 12 23:17:06 GMT 2023","Wed Apr 12 23:17:15 GMT 2023","8350","test_conduit","test_conduit","TestConduit","","","test_login",""
"passed","Wed Apr 12 23:17:34 GMT 2023","Wed Apr 12 23:17:42 GMT 2023","8341","test_conduit","test_conduit","TestConduit","","","test_data_list",""
"broken","Wed Apr 12 23:18:17 GMT 2023","Wed Apr 12 23:18:26 GMT 2023","9352","test_conduit","test_conduit","TestConduit","","","test_save_data",""
"broken","Wed Apr 12 23:17:53 GMT 2023","Wed Apr 12 23:18:05 GMT 2023","11346","test_conduit","test_conduit","TestConduit","","","test_pages",""
"broken","Wed Apr 12 23:17:16 GMT 2023","Wed Apr 12 23:17:33 GMT 2023","16392","test_conduit","test_conduit","TestConduit","","","test_logout",""
"passed","Wed Apr 12 23:17:01 GMT 2023","Wed Apr 12 23:17:02 GMT 2023","1037","test_conduit","test_conduit","TestConduit","","","test_home_page_appearances",""
"broken","Wed Apr 12 23:18:39 GMT 2023","Wed Apr 12 23:18:48 GMT 2023","9337","test_conduit","test_conduit","TestConduit","","","test_delete_article",""
