"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Apr 22 18:15:50 GMT 2023","Sat Apr 22 18:15:59 GMT 2023","8417","test_conduit","test_conduit","TestConduit","","","test_delete_article",""
"passed","Sat Apr 22 18:14:26 GMT 2023","Sat Apr 22 18:14:31 GMT 2023","5426","test_conduit","test_conduit","TestConduit","","","test_data_list",""
"passed","Sat Apr 22 18:14:11 GMT 2023","Sat Apr 22 18:14:12 GMT 2023","1050","test_conduit","test_conduit","TestConduit","","","test_accept_cookies",""
"passed","Sat Apr 22 18:14:05 GMT 2023","Sat Apr 22 18:14:06 GMT 2023","1103","test_conduit","test_conduit","TestConduit","","","test_home_page_appearances",""
"passed","Sat Apr 22 18:14:08 GMT 2023","Sat Apr 22 18:14:10 GMT 2023","2697","test_conduit","test_conduit","TestConduit","","","test_sign_up",""
"passed","Sat Apr 22 18:14:46 GMT 2023","Sat Apr 22 18:14:58 GMT 2023","11397","test_conduit","test_conduit","TestConduit","","","test_pages",""
"passed","Sat Apr 22 18:14:15 GMT 2023","Sat Apr 22 18:14:25 GMT 2023","9348","test_conduit","test_conduit","TestConduit","","","test_logout",""
"passed","Sat Apr 22 18:15:40 GMT 2023","Sat Apr 22 18:15:49 GMT 2023","9078","test_conduit","test_conduit","TestConduit","","","test_change_bio",""
"passed","Sat Apr 22 18:15:33 GMT 2023","Sat Apr 22 18:15:39 GMT 2023","6349","test_conduit","test_conduit","TestConduit","","","test_save_data",""
"passed","Sat Apr 22 18:14:14 GMT 2023","Sat Apr 22 18:14:14 GMT 2023","808","test_conduit","test_conduit","TestConduit","","","test_login",""
"passed","Sat Apr 22 18:14:59 GMT 2023","Sat Apr 22 18:15:31 GMT 2023","32614","test_conduit","test_conduit","TestConduit","","","test_new_comments",""
"passed","Sat Apr 22 18:14:33 GMT 2023","Sat Apr 22 18:14:45 GMT 2023","12687","test_conduit","test_conduit","TestConduit","","","test_new_post",""
